hhid,year,country,region,wealth_raw,water_source,water_minutes_raw,head_age_raw,head_sex,electricity,floor_material,wall_material,bednets_raw,positive_rate,sampled_member_count
03000274,2021,Noria,Region 3,18919,unprotected well,39,19,male,1,cement,finished,1,0.666667,3
03000275,2021,Noria,Region 4,51813,"river, dam, lake, pond, stream, canal or irrigation channel",14,56,male,1,cement,finished,3,0.250000,4
03000276,2021,Noria,Region 1,-38298,unprotected well,34,29,male,1,dirt,finished,4,1.000000,1
03000277,2021,Noria,Region 2,55377,"river, dam, lake, pond, stream, canal or irrigation channel",17,68,male,1,cement,finished,3,0.500000,2
03000278,2021,Noria,Region 3,-3358,public tap,1,39,male,1,cement,finished,1,0.333333,3
03000279,2021,Noria,Region 4,80285,public tap,36,24,male,1,cement,finished,1,0.000000,4
03000280,2021,Noria,Region 1,174174,piped on premises,996,35,male,1,cement,finished,2,0.000000,1
03000281,2021,Noria,Region 2,96269,protected well,15,37,male,1,cement,finished,2,1.000000,2
03000282,2021,Noria,Region 3,24876,protected well,25,38,male,0,cement,finished,2,0.666667,3
03000283,2021,Noria,Region 4,-35418,public tap,30,57,female,1,dirt,finished,4,0.750000,4
03000284,2021,Noria,Region 1,185315,piped on premises,996,27,male,1,cement,finished,1,0.000000,1
03000285,2021,Noria,Region 2,40129,"river, dam, lake, pond, stream, canal or irrigation channel",29,57,male,1,cement,finished,1,0.000000,2
03000286,2021,Noria,Region 3,130884,piped on premises,996,32,male,1,cement,finished,1,0.000000,3
03000287,2021,Noria,Region 4,44001,public tap,998,38,male,1,cement,finished,4,0.250000,4
03000288,2021,Noria,Region 1,-47194,protected well,24,45,male,0,dirt,natural,3,0.000000,1
03000289,2021,Noria,Region 2,-61164,protected well,56,49,male,0,dirt,natural,0,0.500000,2
03000290,2021,Noria,Region 3,87047,protected well,28,57,male,1,cement,finished,3,0.000000,3
03000291,2021,Noria,Region 4,60846,"river, dam, lake, pond, stream, canal or irrigation channel",59,34,male,1,cement,finished,3,0.250000,4
03000292,2021,Noria,Region 1,81624,unprotected well,16,49,female,1,cement,finished,2,1.000000,1
03000293,2021,Noria,Region 2,-40456,piped on premises,996,41,female,0,dirt,finished,1,0.500000,2
03000294,2021,Noria,Region 3,-59611,protected well,22,55,male,0,dirt,natural,2,0.333333,3
03000295,2021,Noria,Region 4,87437,piped on premises,996,36,male,1,cement,finished,3,0.000000,4
03000296,2021,Noria,Region 1,37790,piped on premises,996,51,female,1,cement,finished,2,0.000000,1
03000297,2021,Noria,Region 2,85401,piped on premises,996,56,male,1,cement,finished,3,0.000000,2
03000298,2021,Noria,Region 3,32691,"river, dam, lake, pond, stream, canal or irrigation channel",11,49,male,1,cement,finished,3,0.333333,3
03000299,2021,Noria,Region 4,4894,piped on premises,996,50,male,0,cement,finished,4,0.250000,4
03000300,2021,Noria,Region 1,-135044,public tap,52,34,male,0,dirt,natural,2,1.000000,1
03000301,2021,Noria,Region 2,17892,public tap,22,36,male,0,cement,finished,2,0.500000,2
03000302,2021,Noria,Region 3,-16624,"river, dam, lake, pond, stream, canal or irrigation channel",30,61,male,1,cement,finished,3,0.333333,3
03000303,2021,Noria,Region 4,-77978,"river, dam, lake, pond, stream, canal or irrigation channel",47,67,male,0,dirt,natural,4,0.500000,4
03000304,2021,Noria,Region 1,90064,protected well,27,45,male,1,cement,finished,0,0.000000,1
03000305,2021,Noria,Region 2,-137730,unprotected well,46,49,male,0,dirt,natural,2,0.500000,2
03000306,2021,Noria,Region 3,148144,protected well,22,48,male,1,cement,finished,2,0.000000,3
03000307,2021,Noria,Region 4,-15072,unprotected well,32,54,male,0,cement,finished,3,0.250000,4
03000308,2021,Noria,Region 1,39905,piped on premises,996,56,male,1,cement,finished,1,0.000000,1
03000309,2021,Noria,Region 2,130758,unprotected well,21,71,male,1,cement,finished,2,0.000000,2
03000310,2021,Noria,Region 3,36720,protected well,41,18,female,1,cement,finished,1,0.000000,3
03000311,2021,Noria,Region 4,-83120,protected well,31,86,male,0,dirt,natural,4,0.250000,4
03000312,2021,Noria,Region 1,95971,piped on premises,996,33,female,1,cement,finished,0,1.000000,1
03000313,2021,Noria,Region 2,-20053,public tap,34,53,male,0,cement,finished,3,0.500000,2
03000314,2021,Noria,Region 3,-17155,"river, dam, lake, pond, stream, canal or irrigation channel",27,70,male,1,cement,finished,-99,0.666667,3
03000315,2021,Noria,Region 4,-16104,public tap,14,56,male,0,cement,finished,3,0.250000,4
03000316,2021,Noria,Region 1,84015,public tap,32,61,male,0,cement,finished,3,0.000000,1
03000317,2021,Noria,Region 2,27482,unprotected well,31,37,male,1,cement,finished,2,0.000000,2
03000318,2021,Noria,Region 3,-5714,public tap,26,62,male,0,cement,finished,2,0.666667,3
03000319,2021,Noria,Region 4,-111348,unprotected well,45,53,male,0,dirt,natural,3,0.750000,4
03000320,2021,Noria,Region 1,155617,piped on premises,996,28,male,1,cement,finished,2,0.000000,1
03000321,2021,Noria,Region 2,-78739,unprotected well,39,44,female,0,dirt,natural,1,0.500000,2
03000322,2021,Noria,Region 3,-71037,"river, dam, lake, pond, stream, canal or irrigation channel",43,53,male,0,dirt,natural,3,0.333333,3
03000323,2021,Noria,Region 4,139857,protected well,23,50,male,1,cement,finished,1,0.250000,4
03000324,2021,Noria,Region 1,120460,protected well,8,21,male,1,cement,finished,1,0.000000,1
03000325,2021,Noria,Region 2,-65700,protected well,42,57,male,0,dirt,natural,2,0.500000,2
03000326,2021,Noria,Region 3,7649,protected well,29,40,male,0,cement,finished,2,0.000000,3
03000327,2021,Noria,Region 4,-50007,protected well,25,34,male,1,dirt,natural,2,0.750000,4
03000328,2021,Noria,Region 1,1859,public tap,998,48,male,0,cement,finished,3,0.000000,1
03000329,2021,Noria,Region 2,-8801,public tap,14,56,male,0,cement,finished,3,0.000000,2
03000330,2021,Noria,Region 3,-122916,public tap,44,49,male,0,dirt,natural,1,0.666667,3
03000331,2021,Noria,Region 4,47100,unprotected well,12,25,female,1,cement,finished,1,0.250000,4
03000332,2021,Noria,Region 1,94644,public tap,6,35,female,1,cement,finished,2,0.000000,1
03000333,2021,Noria,Region 2,200734,protected well,19,55,male,1,cement,finished,1,0.500000,2
03000334,2021,Noria,Region 3,54895,public tap,54,40,male,1,cement,finished,1,0.333333,3
03000335,2021,Noria,Region 4,-78331,protected well,,56,male,0,dirt,natural,3,0.500000,4
03000336,2021,Noria,Region 1,48957,unprotected well,35,57,male,0,cement,finished,3,0.000000,1
03000337,2021,Noria,Region 2,337762,piped on premises,996,29,male,1,cement,finished,1,0.000000,2
03000338,2021,Noria,Region 3,161398,piped on premises,996,39,male,1,cement,finished,1,0.666667,3
03000339,2021,Noria,Region 4,209043,piped on premises,996,54,male,1,dirty,finished,2,0.250000,4
