hhid,year,country,region,wealth_raw,water_source,water_minutes_raw,head_age_raw,head_sex,electricity,floor_material,wall_material,bednets_raw,positive_rate,sampled_member_count
01000258,2014,Lumen,Region 3,-41355,"river, dam, lake, pond, stream, canal or irrigation channel",51,47,male,0,dirt,finished,2,0.000000,3
01000259,2014,Lumen,Region 4,57597,piped on premises,996,65,male,1,cement,finished,2,0.250000,4
01000260,2014,Lumen,Region 1,-31790,protected well,21,53,male,0,dirt,finished,3,0.000000,1
01000261,2014,Lumen,Region 2,22912,"river, dam, lake, pond, stream, canal or irrigation channel",29,40,male,1,cement,finished,0,0.000000,2
01000262,2014,Lumen,Region 3,-70259,protected well,48,7,male,0,dirt,natural,3,0.333333,3
01000263,2014,Lumen,Region 4,-168397,"river, dam, lake, pond, stream, canal or irrigation channel",35,47,male,0,dirt,natural,1,0.250000,4
01000264,2014,Lumen,Region 1,151965,unprotected well,1,44,male,1,cement,finished,2,0.000000,1
01000265,2014,Lumen,Region 2,-40723,protected well,45,54,male,1,dirt,finished,2,0.500000,2
01000266,2014,Lumen,Region 3,-150519,"river, dam, lake, pond, stream, canal or irrigation channel",59,50,male,0,dirt,natural,3,0.666667,3
01000267,2014,Lumen,Region 4,-50165,protected well,24,98,male,0,dirt,natural,1,0.000000,4
01000268,2014,Lumen,Region 1,21440,piped on premises,996,33,male,1,cement,finished,1,1.000000,1
01000269,2014,Lumen,Region 2,20134,protected well,64,35,female,1,cement,finished,3,0.500000,2
01000270,2014,Lumen,Region 3,14605,public tap,8,29,male,0,cement,finished,1,0.666667,3
01000271,2014,Lumen,Region 4,-155372,unprotected well,42,40,male,0,dirt,natural,1,0.500000,4
01000272,2014,Lumen,Region 1,-85045,"river, dam, lake, pond, stream, canal or irrigation channel",5,30,female,0,dirt,natural,0,0.000000,1
01000273,2014,Lumen,Region 2,135536,public tap,41,32,male,1,cement,finished,2,0.000000,2
01000274,2014,Lumen,Region 3,-146134,public tap,27,81,female,0,dirt,natural,2,0.666667,3
01000275,2014,Lumen,Region 4,-145490,public tap,31,32,female,0,dirt,natural,2,0.000000,4
01000276,2014,Lumen,Region 1,35715,protected well,10,45,male,1,cement,finished,2,0.000000,1
01000277,2014,Lumen,Region 2,-101893,"river, dam, lake, pond, stream, canal or irrigation channel",66,45,male,0,dirt,natural,2,0.500000,2
01000278,2014,Lumen,Region 3,-185115,"river, dam, lake, pond, stream, canal or irrigation channel",59,50,female,0,dirt,natural,2,1.000000,3
01000279,2014,Lumen,Region 4,-14655,protected well,34,53,female,1,cement,finished,3,0.500000,4
01000280,2014,Lumen,Region 1,49396,"river, dam, lake, pond, stream, canal or irrigation channel",16,61,female,1,cement,finished,3,0.000000,1
01000281,2014,Lumen,Region 2,-112034,"river, dam, lake, pond, stream, canal or irrigation channel",30,55,male,0,dirt,natural,3,0.000000,2
01000282,2014,Lumen,Region 3,-4737,"river, dam, lake, pond, stream, canal or irrigation channel",42,56,male,1,cement,finished,4,0.333333,3
01000283,2014,Lumen,Region 4,-50786,"river, dam, lake, pond, stream, canal or irrigation channel",51,44,female,0,dirt,natural,3,0.750000,4
01000284,2014,Lumen,Region 1,-53883,public tap,36,53,male,0,dirt,natural,2,0.000000,1
01000285,2014,Lumen,Region 2,-70714,protected well,50,34,male,0,dirt,natural,3,0.000000,2
01000286,2014,Lumen,Region 3,-22614,public tap,27,70,male,1,cement,finished,2,0.000000,3
01000287,2014,Lumen,Region 4,-147665,protected well,998,21,male,0,dirt,natural,1,0.750000,4
01000288,2014,Lumen,Region 1,99385,protected well,29,51,female,1,cement,finished,2,0.000000,1
01000289,2014,Lumen,Region 2,-49980,"river, dam, lake, pond, stream, canal or irrigation channel",19,38,male,1,dirt,natural,1,0.000000,2
01000290,2014,Lumen,Region 3,-126035,public tap,35,39,male,0,dirt,natural,2,0.666667,3
01000291,2014,Lumen,Region 4,89258,piped on premises,996,60,male,0,cement,finished,3,0.000000,4
01000292,2014,Lumen,Region 1,-49366,protected well,69,51,male,0,dirt,natural,3,1.000000,1
01000293,2014,Lumen,Region 2,-131693,protected well,28,42,female,0,dirt,natural,3,0.500000,2
01000294,2014,Lumen,Region 3,11475,protected well,31,42,male,0,cement,finished,3,0.333333,3
01000295,2014,Lumen,Region 4,84394,public tap,25,63,male,1,cement,finished,3,0.250000,4
01000296,2014,Lumen,Region 1,23819,piped on premises,996,54,male,1,cement,finished,2,1.000000,1
01000297,2014,Lumen,Region 2,-61984,protected well,29,41,male,0,dirt,natural,3,0.000000,2
01000298,2014,Lumen,Region 3,-111902,"river, dam, lake, pond, stream, canal or irrigation channel",30,69,male,0,dirt,natural,3,0.333333,3
01000299,2014,Lumen,Region 4,-87772,protected well,44,78,male,0,dirt,natural,3,0.250000,4
01000300,2014,Lumen,Region 1,-181480,protected well,38,47,male,0,dirt,natural,3,1.000000,1
01000301,2014,Lumen,Region 2,-29612,"river, dam, lake, pond, stream, canal or irrigation channel",45,29,male,1,cement,finished,3,0.000000,2
01000302,2014,Lumen,Region 3,-80595,protected well,25,67,male,0,dirt,natural,3,0.666667,3
01000303,2014,Lumen,Region 4,-134313,public tap,37,59,male,0,dirt,natural,1,0.250000,4
01000304,2014,Lumen,Region 1,-98353,unprotected well,41,50,female,0,dirt,natural,3,1.000000,1
01000305,2014,Lumen,Region 2,130878,protected well,46,58,male,1,cement,finished,3,0.000000,2
01000306,2014,Lumen,Region 3,36953,protected well,9,43,male,1,cement,finished,5,0.333333,3
01000307,2014,Lumen,Region 4,-156421,protected well,45,37,male,0,dirt,natural,0,0.500000,4
01000308,2014,Lumen,Region 1,-1379,piped on premises,996,27,female,0,cement,finished,1,0.000000,1
01000309,2014,Lumen,Region 2,-96842,public tap,29,49,male,0,dirt,natural,0,0.000000,2
01000310,2014,Lumen,Region 3,-11203,"river, dam, lake, pond, stream, canal or irrigation channel",56,33,male,1,cement,finished,2,0.000000,3
01000311,2014,Lumen,Region 4,-133275,"river, dam, lake, pond, stream, canal or irrigation channel",38,22,male,0,dirt,natural,4,0.250000,4
01000312,2014,Lumen,Region 1,2268,protected well,38,44,male,1,cement,finished,2,0.000000,1
01000313,2014,Lumen,Region 2,-155048,protected well,36,43,male,0,dirt,natural,4,0.000000,2
01000314,2014,Lumen,Region 3,51281,unprotected well,25,46,female,1,cement,finished,-99,0.333333,3
01000315,2014,Lumen,Region 4,-11537,unprotected well,20,35,male,0,cement,finished,2,0.500000,4
01000316,2014,Lumen,Region 1,-39093,"river, dam, lake, pond, stream, canal or irrigation channel",38,43,male,0,dirt,finished,5,0.000000,1
01000317,2014,Lumen,Region 2,-19413,protected well,23,38,male,0,cement,finished,1,0.500000,2
01000318,2014,Lumen,Region 3,4442,piped on premises,996,58,male,1,cement,finished,3,0.000000,3
01000319,2014,Lumen,Region 4,-197373,protected well,46,66,male,0,dirt,natural,2,0.750000,4
