hhid,year,country,region,wealth_raw,water_source,water_minutes_raw,head_age_raw,head_sex,electricity,floor_material,wall_material,bednets_raw,positive_rate,sampled_member_count
02000269,2015,Noria,Region 2,-187821,protected well,53,56,male,0,dirt,natural,1,1.000000,2
02000270,2015,Noria,Region 3,-2613,public tap,11,32,male,1,cement,finished,2,0.000000,3
02000271,2015,Noria,Region 4,6677,"river, dam, lake, pond, stream, canal or irrigation channel",1,34,male,1,cement,finished,4,0.250000,4
02000272,2015,Noria,Region 1,55210,protected well,36,32,male,1,cement,finished,2,0.000000,1
02000273,2015,Noria,Region 2,-19619,piped on premises,996,46,male,1,cement,finished,1,0.500000,2
02000274,2015,Noria,Region 3,-126421,"river, dam, lake, pond, stream, canal or irrigation channel",32,41,male,0,dirt,natural,2,0.333333,3
02000275,2015,Noria,Region 4,-34460,public tap,17,55,male,0,dirt,finished,2,0.250000,4
02000276,2015,Noria,Region 1,118871,protected well,9,55,male,1,cement,finished,2,0.000000,1
02000277,2015,Noria,Region 2,-37438,public tap,21,40,male,0,dirt,finished,1,0.500000,2
02000278,2015,Noria,Region 3,-151510,"river, dam, lake, pond, stream, canal or irrigation channel",53,49,male,0,dirt,natural,2,0.333333,3
02000279,2015,Noria,Region 4,47029,unprotected well,47,32,male,1,cement,finished,1,0.500000,4
02000280,2015,Noria,Region 1,29471,public tap,34,67,male,1,cement,finished,2,0.000000,1
02000281,2015,Noria,Region 2,-64011,protected well,41,22,male,0,dirt,natural,2,0.500000,2
02000282,2015,Noria,Region 3,-153678,"river, dam, lake, pond, stream, canal or irrigation channel",19,65,male,0,dirt,natural,3,0.333333,3
02000283,2015,Noria,Region 4,-64764,protected well,28,46,male,0,dirt,natural,1,0.000000,4
02000284,2015,Noria,Region 1,84490,public tap,47,54,male,1,cement,finished,2,0.000000,1
02000285,2015,Noria,Region 2,131713,piped on premises,996,42,male,1,cement,finished,1,1.000000,2
02000286,2015,Noria,Region 3,-165860,"river, dam, lake, pond, stream, canal or irrigation channel",28,48,male,0,dirt,natural,2,1.000000,3
02000287,2015,Noria,Region 4,146299,piped on premises,998,72,male,1,cement,finished,1,0.500000,4
02000288,2015,Noria,Region 1,22103,piped on premises,996,60,female,1,cement,finished,4,0.000000,1
02000289,2015,Noria,Region 2,57477,piped on premises,996,62,female,1,cement,finished,2,1.000000,2
02000290,2015,Noria,Region 3,91648,piped on premises,996,32,male,1,cement,finished,3,0.000000,3
02000291,2015,Noria,Region 4,17391,piped on premises,996,51,male,1,cement,finished,1,0.000000,4
02000292,2015,Noria,Region 1,-43866,"river, dam, lake, pond, stream, canal or irrigation channel",33,45,male,0,dirt,finished,4,0.000000,1
02000293,2015,Noria,Region 2,-37727,public tap,30,28,male,1,dirt,finished,3,0.500000,2
02000294,2015,Noria,Region 3,56169,piped on premises,996,32,male,1,cement,finished,1,0.333333,3
02000295,2015,Noria,Region 4,222828,piped on premises,996,36,male,1,cement,finished,2,0.250000,4
02000296,2015,Noria,Region 1,347,unprotected well,32,34,male,0,cement,finished,2,1.000000,1
02000297,2015,Noria,Region 2,-1679,piped on premises,996,28,male,1,cement,finished,2,0.500000,2
02000298,2015,Noria,Region 3,-68055,piped on premises,996,58,male,0,dirt,natural,4,1.000000,3
02000299,2015,Noria,Region 4,-36402,"river, dam, lake, pond, stream, canal or irrigation channel",26,48,female,0,dirt,finished,4,0.500000,4
