hhid,year,country,region,wealth_raw,water_source,water_minutes_raw,head_age_raw,head_sex,electricity,floor_material,wall_material,bednets_raw,positive_rate,sampled_member_count
   04000284,2018,Lumen,Region 1,-72005,protected well,43,45,male,0,dirt,natural,3,,
   04000285,2018,Lumen,Region 2,-119974,protected well,29,46,male,0,dirt,natural,3,,
   04000286,2018,Lumen,Region 3,9697,protected well,44,50,male,0,cement,finished,3,,
   04000287,2018,Lumen,Region 4,1497,public tap,998,29,male,1,cement,finished,1,,
   04000288,2018,Lumen,Region 1,108267,unprotected well,11,59,male,1,cement,finished,1,,
   04000289,2018,Lumen,Region 2,-116343,public tap,42,72,male,0,dirt,natural,2,,
   04000290,2018,Lumen,Region 3,34172,piped on premises,996,40,male,1,cement,finished,3,,
   04000291,2018,Lumen,Region 4,11960,public tap,30,18,male,1,cement,finished,4,,
   04000292,2018,Lumen,Region 1,132983,public tap,9,46,female,1,cement,finished,2,,
   04000293,2018,Lumen,Region 2,2840,public tap,28,74,male,1,cement,finished,2,,
   04000294,2018,Lumen,Region 3,-152774,unprotected well,26,24,male,0,dirt,natural,2,,
   04000295,2018,Lumen,Region 4,-34925,public tap,51,32,male,0,dirt,finished,2,,
   04000296,2018,Lumen,Region 1,109961,piped on premises,996,27,male,1,cement,finished,1,,
   04000297,2018,Lumen,Region 2,9246,unprotected well,1,52,male,1,cement,finished,4,,
   04000298,2018,Lumen,Region 3,-129640,protected well,18,18,male,0,dirt,natural,2,,
   04000299,2018,Lumen,Region 4,172078,piped on premises,996,24,female,1,cement,finished,2,,
   04000300,2018,Lumen,Region 1,-42085,protected well,8,55,female,1,dirt,finished,1,,
   04000301,2018,Lumen,Region 2,151909,piped on premises,996,64,male,1,cement,finished,2,,
   04000302,2018,Lumen,Region 3,-46794,protected well,32,35,male,0,dirt,natural,2,,
   04000303,2018,Lumen,Region 4,148482,protected well,28,45,male,1,cement,finished,3,,
   04000304,2018,Lumen,Region 1,16594,unprotected well,39,50,male,0,cement,finished,4,,
   04000305,2018,Lumen,Region 2,17667,protected well,21,57,male,1,cement,finished,3,,
   04000306,2018,Lumen,Region 3,49565,unprotected well,25,36,male,1,cement,finished,2,,
   04000307,2018,Lumen,Region 4,-109682,protected well,28,52,male,0,dirt,natural,1,,
   04000308,2018,Lumen,Region 1,139958,piped on premises,996,45,male,1,cement,finished,3,,
   04000309,2018,Lumen,Region 2,108098,public tap,24,24,male,1,cement,finished,1,,
   04000310,2018,Lumen,Region 3,-16059,protected well,59,37,male,0,cement,finished,1,,
   04000311,2018,Lumen,Region 4,-17032,piped on premises,996,52,male,1,cement,finished,2,,
   04000312,2018,Lumen,Region 1,-55070,protected well,17,71,male,0,dirt,natural,2,,
   04000313,2018,Lumen,Region 2,-32959,unprotected well,35,29,male,1,dirt,finished,1,,
   04000314,2018,Lumen,Region 3,38146,protected well,34,49,male,1,cement,finished,-99,,
   04000315,2018,Lumen,Region 4,-47117,"river, dam, lake, pond, stream, canal or irrigation channel",41,34,male,1,dirt,natural,3,,
   04000316,2018,Lumen,Region 1,-98443,piped on premises,996,65,male,0,dirt,natural,1,,
   04000317,2018,Lumen,Region 2,37027,piped on premises,996,24,male,1,cement,finished,2,,
   04000318,2018,Lumen,Region 3,40988,protected well,40,32,male,0,cement,finished,2,,
   04000319,2018,Lumen,Region 4,-154093,"river, dam, lake, pond, stream, canal or irrigation channel",47,46,female,0,dirt,natural,2,,
   04000320,2018,Lumen,Region 1,-24539,piped on premises,996,55,male,0,cement,finished,2,,
   04000321,2018,Lumen,Region 2,-1030,"river, dam, lake, pond, stream, canal or irrigation channel",27,53,male,0,cement,finished,1,,
   04000322,2018,Lumen,Region 3,-21737,"river, dam, lake, pond, stream, canal or irrigation channel",19,33,male,1,cement,finished,4,,
   04000323,2018,Lumen,Region 4,127279,protected well,60,53,male,1,cement,finished,3,,
   04000324,2018,Lumen,Region 1,-102258,piped on premises,996,42,male,0,dirt,natural,1,,
   04000325,2018,Lumen,Region 2,25887,protected well,48,44,male,1,cement,finished,3,,
   04000326,2018,Lumen,Region 3,21858,"river, dam, lake, pond, stream, canal or irrigation channel",29,28,male,0,cement,finished,2,,
   04000327,2018,Lumen,Region 4,108461,piped on premises,996,43,male,1,cement,finished,2,,
   04000328,2018,Lumen,Region 1,-9288,piped on premises,998,44,male,1,cement,finished,3,,
   04000329,2018,Lumen,Region 2,-194129,"river, dam, lake, pond, stream, canal or irrigation channel",44,44,male,0,dirt,natural,3,,
   04000330,2018,Lumen,Region 3,-110773,public tap,44,30,male,0,dirt,natural,1,,
   04000331,2018,Lumen,Region 4,60568,piped on premises,996,75,male,1,cement,finished,4,,
   04000332,2018,Lumen,Region 1,46620,piped on premises,996,64,male,1,cement,finished,1,,
   04000333,2018,Lumen,Region 2,11975,unprotected well,32,21,female,1,cement,finished,2,,
   04000334,2018,Lumen,Region 3,52115,piped on premises,996,42,male,0,cement,finished,1,,
   04000335,2018,Lumen,Region 4,25544,unprotected well,,73,female,1,cement,finished,3,,
   04000336,2018,Lumen,Region 1,5238,"river, dam, lake, pond, stream, canal or irrigation channel",25,42,male,0,cement,finished,1,,
   04000337,2018,Lumen,Region 2,51158,piped on premises,996,58,male,0,cement,finished,4,,
   04000338,2018,Lumen,Region 3,18194,public tap,36,51,male,1,cement,finished,2,,
   04000339,2018,Lumen,Region 4,-27571,unprotected well,16,47,male,1,dirty,finished,2,,
   04000340,2018,Lumen,Region 1,100151,piped on premises,996,18,male,1,cement,finished,1,,
   04000341,2018,Lumen,Region 2,37258,piped on premises,996,48,male,1,cement,finished,2,,
   04000342,2018,Lumen,Region 3,46774,protected well,8,46,male,1,cement,finished,1,,
   04000343,2018,Lumen,Region 4,-94442,protected well,13,39,male,0,dirt,natural,2,,
   04000344,2018,Lumen,Region 1,-88,piped on premises,996,23,male,1,cement,finished,3,,
   04000345,2018,Lumen,Region 2,-91786,"river, dam, lake, pond, stream, canal or irrigation channel",44,62,male,0,dirt,natural,3,,
   04000346,2018,Lumen,Region 3,68781,unprotected well,26,22,male,1,cement,finished,2,,
   04000347,2018,Lumen,Region 4,-15300,"river, dam, lake, pond, stream, canal or irrigation channel",40,49,male,0,cement,finished,1,,
   04000348,2018,Lumen,Region 1,-56986,"river, dam, lake, pond, stream, canal or irrigation channel",31,49,male,0,dirt,natural,2,,
   04000349,2018,Lumen,Region 2,91878,protected well,32,36,male,1,cement,finished,1,,
   04000350,2018,Lumen,Region 3,-144171,"river, dam, lake, pond, stream, canal or irrigation channel",52,19,male,0,dirt,natural,5,,
   04000351,2018,Lumen,Region 4,78934,protected well,16,55,male,1,cement,finished,3,,
   04000352,2018,Lumen,Region 1,14479,unprotected well,16,42,male,1,cement,finished,1,,
   04000353,2018,Lumen,Region 2,-53638,unprotected well,28,30,male,0,dirt,natural,1,,
   04000354,2018,Lumen,Region 3,-47953,"river, dam, lake, pond, stream, canal or irrigation channel",43,43,male,0,dirt,natural,3,,
   04000355,2018,Lumen,Region 4,-90613,protected well,44,45,female,0,dirt,natural,3,,
   04000356,2018,Lumen,Region 1,-121820,protected well,51,98,male,0,dirt,natural,3,,
   04000357,2018,Lumen,Region 2,76027,public tap,6,18,female,1,cement,finished,2,,
   04000358,2018,Lumen,Region 3,-38637,public tap,35,21,male,0,dirt,finished,3,,
   04000359,2018,Lumen,Region 4,56891,public tap,32,75,male,0,cement,finished,2,,
