source_record_key,survey_wave,hhid,year,country,region,positive_rate,sampled_member_count,wealth_index,water_source,water_minutes,head_age,female_head,electricity,poorwater,floor_material,wall_material,bednets
lumen_2014:187,Lumen 2014,01000186,2014,Lumen,Region 3,0.333333,3,-1.687930,"river, dam, lake, pond, stream, canal or irrigation channel",23,44,0,0,1,dirt,natural,4
lumen_2014:188,Lumen 2014,01000187,2014,Lumen,Region 4,1.000000,4,-2.098640,"river, dam, lake, pond, stream, canal or irrigation channel",36,58,1,0,1,dirt,natural,4
lumen_2014:189,Lumen 2014,01000188,2014,Lumen,Region 1,1.000000,1,-0.100420,public tap,42,51,0,1,0,cement,finished,1
lumen_2014:190,Lumen 2014,01000189,2014,Lumen,Region 2,0.000000,2,-0.541050,"river, dam, lake, pond, stream, canal or irrigation channel",41,26,0,0,1,dirt,natural,1
lumen_2014:191,Lumen 2014,01000190,2014,Lumen,Region 3,1.000000,3,-0.248560,protected well,19,24,1,0,0,cement,finished,3
lumen_2014:192,Lumen 2014,01000191,2014,Lumen,Region 4,0.250000,4,-0.106950,piped on premises,0,51,1,1,0,cement,finished,1
lumen_2014:193,Lumen 2014,01000192,2014,Lumen,Region 1,0.000000,1,-0.369320,protected well,53,46,0,0,0,dirt,finished,2
lumen_2014:194,Lumen 2014,01000193,2014,Lumen,Region 2,0.500000,2,-0.777270,piped on premises,0,73,0,0,0,dirt,natural,1
lumen_2014:195,Lumen 2014,01000194,2014,Lumen,Region 3,0.333333,3,-0.022330,"river, dam, lake, pond, stream, canal or irrigation channel",40,44,0,1,1,cement,finished,4
lumen_2014:196,Lumen 2014,01000195,2014,Lumen,Region 4,0.500000,4,-1.700760,"river, dam, lake, pond, stream, canal or irrigation channel",18,43,0,0,1,dirt,natural,2
lumen_2014:197,Lumen 2014,01000196,2014,Lumen,Region 1,0.000000,1,-0.175050,unprotected well,32,30,0,0,1,cement,finished,2
lumen_2014:198,Lumen 2014,01000197,2014,Lumen,Region 2,0.000000,2,-0.992080,"river, dam, lake, pond, stream, canal or irrigation channel",32,64,0,0,1,dirt,natural,2
lumen_2014:199,Lumen 2014,01000198,2014,Lumen,Region 3,0.666667,3,0.204910,unprotected well,47,54,0,1,1,cement,finished,1
lumen_2014:200,Lumen 2014,01000199,2014,Lumen,Region 4,0.500000,4,-0.958320,"river, dam, lake, pond, stream, canal or irrigation channel",27,56,0,0,1,dirt,natural,2
lumen_2014:201,Lumen 2014,01000200,2014,Lumen,Region 1,1.000000,1,-0.885160,"river, dam, lake, pond, stream, canal or irrigation channel",23,62,0,0,1,dirt,natural,3
lumen_2014:202,Lumen 2014,01000201,2014,Lumen,Region 2,0.000000,2,-0.670390,"river, dam, lake, pond, stream, canal or irrigation channel",,48,0,0,1,dirt,natural,1
lumen_2014:203,Lumen 2014,01000202,2014,Lumen,Region 3,0.333333,3,0.041500,unprotected well,32,59,0,0,1,cement,finished,3
lumen_2014:204,Lumen 2014,01000203,2014,Lumen,Region 4,0.500000,4,-0.027710,"river, dam, lake, pond, stream, canal or irrigation channel",14,39,0,1,1,cement,finished,2
lumen_2014:205,Lumen 2014,01000204,2014,Lumen,Region 1,0.000000,1,0.274560,public tap,23,41,1,1,0,cement,finished,1
lumen_2014:206,Lumen 2014,01000205,2014,Lumen,Region 2,0.500000,2,-0.734840,"river, dam, lake, pond, stream, canal or irrigation channel",,52,0,0,1,dirt,natural,2
lumen_2014:207,Lumen 2014,01000206,2014,Lumen,Region 3,0.333333,3,0.485330,"river, dam, lake, pond, stream, canal or irrigation channel",13,60,0,1,1,cement,finished,2
lumen_2014:208,Lumen 2014,01000207,2014,Lumen,Region 4,0.750000,4,-1.839140,public tap,21,25,0,0,0,dirt,natural,3
lumen_2014:209,Lumen 2014,01000208,2014,Lumen,Region 1,1.000000,1,-1.091490,protected well,38,55,1,0,0,dirt,natural,2
lumen_2014:210,Lumen 2014,01000209,2014,Lumen,Region 2,0.000000,2,0.280240,protected well,36,35,0,0,0,cement,finished,3
lumen_2014:211,Lumen 2014,01000210,2014,Lumen,Region 3,0.000000,3,-0.177820,protected well,17,57,0,1,0,cement,finished,2
lumen_2014:212,Lumen 2014,01000211,2014,Lumen,Region 4,0.500000,4,-0.532420,piped on premises,0,59,0,0,0,dirt,natural,3
lumen_2014:213,Lumen 2014,01000212,2014,Lumen,Region 1,0.000000,1,-0.861330,public tap,46,59,1,0,0,dirt,natural,2
lumen_2014:214,Lumen 2014,01000213,2014,Lumen,Region 2,0.000000,2,1.167270,protected well,11,55,0,1,0,cement,finished,1
lumen_2014:215,Lumen 2014,01000214,2014,Lumen,Region 3,0.333333,3,-0.921750,public tap,53,23,0,0,0,dirt,natural,2
lumen_2014:216,Lumen 2014,01000215,2014,Lumen,Region 4,1.000000,4,-1.611300,"river, dam, lake, pond, stream, canal or irrigation channel",43,41,0,0,1,dirt,natural,2
lumen_2014:217,Lumen 2014,01000216,2014,Lumen,Region 1,1.000000,1,-3.049150,"river, dam, lake, pond, stream, canal or irrigation channel",60,63,0,0,1,dirt,natural,1
lumen_2014:218,Lumen 2014,01000217,2014,Lumen,Region 2,0.000000,2,0.273100,protected well,17,33,0,0,0,cement,finished,2
lumen_2014:219,Lumen 2014,01000218,2014,Lumen,Region 3,0.000000,3,0.593530,unprotected well,22,32,0,1,1,cement,finished,4
lumen_2014:220,Lumen 2014,01000219,2014,Lumen,Region 4,0.000000,4,0.866120,unprotected well,27,18,0,1,1,cement,finished,3
lumen_2014:221,Lumen 2014,01000220,2014,Lumen,Region 1,0.000000,1,-1.284150,protected well,29,37,1,0,0,dirt,natural,2
lumen_2014:222,Lumen 2014,01000221,2014,Lumen,Region 2,0.500000,2,0.940250,unprotected well,45,40,0,1,1,cement,finished,4
lumen_2014:223,Lumen 2014,01000222,2014,Lumen,Region 3,0.000000,3,1.160310,piped on premises,0,61,0,1,0,cement,finished,3
lumen_2014:224,Lumen 2014,01000223,2014,Lumen,Region 4,0.250000,4,0.520940,protected well,7,56,0,1,0,cement,finished,1
lumen_2014:225,Lumen 2014,01000224,2014,Lumen,Region 1,1.000000,1,0.510030,public tap,11,39,0,1,0,cement,finished,1
lumen_2014:226,Lumen 2014,01000225,2014,Lumen,Region 2,0.500000,2,0.727030,piped on premises,0,46,0,1,0,cement,finished,1
lumen_2014:227,Lumen 2014,01000226,2014,Lumen,Region 3,0.000000,3,-0.715220,public tap,52,62,0,0,0,dirt,natural,2
lumen_2014:228,Lumen 2014,01000227,2014,Lumen,Region 4,0.750000,4,-1.752820,"river, dam, lake, pond, stream, canal or irrigation channel",55,59,0,0,1,dirt,natural,2
lumen_2014:229,Lumen 2014,01000228,2014,Lumen,Region 1,1.000000,1,0.298030,unprotected well,21,62,1,0,1,cement,finished,3
lumen_2014:230,Lumen 2014,01000229,2014,Lumen,Region 2,0.000000,2,0.762450,protected well,18,30,0,1,0,cement,finished,2
lumen_2014:231,Lumen 2014,01000230,2014,Lumen,Region 3,0.000000,3,-0.392580,protected well,20,48,1,0,0,dirt,finished,2
lumen_2014:232,Lumen 2014,01000231,2014,Lumen,Region 4,0.250000,4,-0.669420,protected well,18,18,0,0,0,dirt,natural,1
lumen_2014:233,Lumen 2014,01000232,2014,Lumen,Region 1,0.000000,1,0.835490,unprotected well,24,58,1,1,1,cement,finished,2
lumen_2014:234,Lumen 2014,01000233,2014,Lumen,Region 2,1.000000,2,-0.113270,"river, dam, lake, pond, stream, canal or irrigation channel",43,63,0,1,1,cement,finished,3
lumen_2014:235,Lumen 2014,01000234,2014,Lumen,Region 3,0.333333,3,-0.364130,public tap,37,47,0,0,0,dirt,finished,3
lumen_2014:236,Lumen 2014,01000235,2014,Lumen,Region 4,0.750000,4,-0.312670,unprotected well,47,30,0,1,1,dirt,finished,3
lumen_2014:237,Lumen 2014,01000236,2014,Lumen,Region 1,1.000000,1,-1.215240,unprotected well,20,60,0,0,1,dirt,natural,2
lumen_2014:238,Lumen 2014,01000237,2014,Lumen,Region 2,0.000000,2,0.454760,piped on premises,0,61,0,0,0,cement,finished,1
lumen_2014:239,Lumen 2014,01000238,2014,Lumen,Region 3,0.666667,3,-0.570400,"river, dam, lake, pond, stream, canal or irrigation channel",58,42,0,0,1,dirt,natural,3
lumen_2014:240,Lumen 2014,01000239,2014,Lumen,Region 4,0.250000,4,0.366860,piped on premises,0,72,0,1,0,cement,finished,2
lumen_2014:241,Lumen 2014,01000240,2014,Lumen,Region 1,0.000000,1,0.648440,piped on premises,0,31,0,1,0,cement,finished,2
lumen_2014:242,Lumen 2014,01000241,2014,Lumen,Region 2,0.500000,2,0.907810,unprotected well,30,28,1,1,1,cement,finished,2
lumen_2014:243,Lumen 2014,01000242,2014,Lumen,Region 3,0.333333,3,-0.553880,protected well,37,51,1,0,0,dirt,natural,3
lumen_2014:244,Lumen 2014,01000243,2014,Lumen,Region 4,0.000000,4,0.082130,"river, dam, lake, pond, stream, canal or irrigation channel",46,47,0,0,1,cement,finished,4
lumen_2014:245,Lumen 2014,01000244,2014,Lumen,Region 1,1.000000,1,0.275430,protected well,32,44,0,1,0,cement,finished,1
lumen_2014:246,Lumen 2014,01000245,2014,Lumen,Region 2,1.000000,2,-0.573030,piped on premises,0,38,0,0,0,dirt,natural,1
lumen_2014:247,Lumen 2014,01000246,2014,Lumen,Region 3,0.333333,3,-1.184560,"river, dam, lake, pond, stream, canal or irrigation channel",,47,0,0,1,dirt,natural,3
lumen_2014:248,Lumen 2014,01000247,2014,Lumen,Region 4,0.000000,4,1.256070,piped on premises,0,69,0,1,0,cement,finished,2
lumen_2014:249,Lumen 2014,01000248,2014,Lumen,Region 1,0.000000,1,0.111240,unprotected well,15,52,0,0,1,cement,finished,4
lumen_2014:250,Lumen 2014,01000249,2014,Lumen,Region 2,0.000000,2,-0.797970,unprotected well,4,46,0,0,1,dirt,natural,2
lumen_2014:251,Lumen 2014,01000250,2014,Lumen,Region 3,0.000000,3,-0.234670,public tap,36,55,0,0,0,cement,finished,3
lumen_2014:252,Lumen 2014,01000251,2014,Lumen,Region 4,0.000000,4,-0.013800,protected well,26,42,0,1,0,cement,finished,1
lumen_2014:253,Lumen 2014,01000252,2014,Lumen,Region 1,0.000000,1,0.538130,piped on premises,0,28,0,1,0,cement,finished,3
lumen_2014:254,Lumen 2014,01000253,2014,Lumen,Region 2,1.000000,2,-0.580660,public tap,29,57,1,0,0,dirt,natural,0
lumen_2014:255,Lumen 2014,01000254,2014,Lumen,Region 3,0.000000,3,-2.153870,public tap,45,45,1,0,0,dirt,natural,2
lumen_2014:256,Lumen 2014,01000255,2014,Lumen,Region 4,0.000000,4,0.379110,"river, dam, lake, pond, stream, canal or irrigation channel",26,38,0,1,1,cement,finished,1
lumen_2014:257,Lumen 2014,01000256,2014,Lumen,Region 1,1.000000,1,-1.198270,public tap,33,51,0,0,0,dirt,natural,0
lumen_2014:258,Lumen 2014,01000257,2014,Lumen,Region 2,0.000000,2,0.562250,protected well,18,42,0,0,0,cement,finished,2
lumen_2014:259,Lumen 2014,01000258,2014,Lumen,Region 3,0.000000,3,-0.413550,"river, dam, lake, pond, stream, canal or irrigation channel",51,47,0,0,1,dirt,finished,2
lumen_2014:260,Lumen 2014,01000259,2014,Lumen,Region 4,0.250000,4,0.575970,piped on premises,0,65,0,1,0,cement,finished,2
lumen_2014:261,Lumen 2014,01000260,2014,Lumen,Region 1,0.000000,1,-0.317900,protected well,21,53,0,0,0,dirt,finished,3
lumen_2014:262,Lumen 2014,01000261,2014,Lumen,Region 2,0.000000,2,0.229120,"river, dam, lake, pond, stream, canal or irrigation channel",29,40,0,1,1,cement,finished,0
lumen_2014:263,Lumen 2014,01000262,2014,Lumen,Region 3,0.333333,3,-0.702590,protected well,48,,0,0,0,dirt,natural,3
lumen_2014:264,Lumen 2014,01000263,2014,Lumen,Region 4,0.250000,4,-1.683970,"river, dam, lake, pond, stream, canal or irrigation channel",35,47,0,0,1,dirt,natural,1
lumen_2014:265,Lumen 2014,01000264,2014,Lumen,Region 1,0.000000,1,1.519650,unprotected well,1,44,0,1,1,cement,finished,2
lumen_2014:266,Lumen 2014,01000265,2014,Lumen,Region 2,0.500000,2,-0.407230,protected well,45,54,0,1,0,dirt,finished,2
lumen_2014:267,Lumen 2014,01000266,2014,Lumen,Region 3,0.666667,3,-1.505190,"river, dam, lake, pond, stream, canal or irrigation channel",59,50,0,0,1,dirt,natural,3
lumen_2014:268,Lumen 2014,01000267,2014,Lumen,Region 4,0.000000,4,-0.501650,protected well,24,,0,0,0,dirt,natural,1
lumen_2014:269,Lumen 2014,01000268,2014,Lumen,Region 1,1.000000,1,0.214400,piped on premises,0,33,0,1,0,cement,finished,1
lumen_2014:270,Lumen 2014,01000269,2014,Lumen,Region 2,0.500000,2,0.201340,protected well,64,35,1,1,0,cement,finished,3
lumen_2014:271,Lumen 2014,01000270,2014,Lumen,Region 3,0.666667,3,0.146050,public tap,8,29,0,0,0,cement,finished,1
lumen_2014:272,Lumen 2014,01000271,2014,Lumen,Region 4,0.500000,4,-1.553720,unprotected well,42,40,0,0,1,dirt,natural,1
lumen_2014:273,Lumen 2014,01000272,2014,Lumen,Region 1,0.000000,1,-0.850450,"river, dam, lake, pond, stream, canal or irrigation channel",5,30,1,0,1,dirt,natural,0
lumen_2014:274,Lumen 2014,01000273,2014,Lumen,Region 2,0.000000,2,1.355360,public tap,41,32,0,1,0,cement,finished,2
lumen_2014:275,Lumen 2014,01000274,2014,Lumen,Region 3,0.666667,3,-1.461340,public tap,27,81,1,0,0,dirt,natural,2
lumen_2014:276,Lumen 2014,01000275,2014,Lumen,Region 4,0.000000,4,-1.454900,public tap,31,32,1,0,0,dirt,natural,2
lumen_2014:277,Lumen 2014,01000276,2014,Lumen,Region 1,0.000000,1,0.357150,protected well,10,45,0,1,0,cement,finished,2
lumen_2014:278,Lumen 2014,01000277,2014,Lumen,Region 2,0.500000,2,-1.018930,"river, dam, lake, pond, stream, canal or irrigation channel",66,45,0,0,1,dirt,natural,2
lumen_2014:279,Lumen 2014,01000278,2014,Lumen,Region 3,1.000000,3,-1.851150,"river, dam, lake, pond, stream, canal or irrigation channel",59,50,1,0,1,dirt,natural,2
lumen_2014:280,Lumen 2014,01000279,2014,Lumen,Region 4,0.500000,4,-0.146550,protected well,34,53,1,1,0,cement,finished,3
lumen_2014:281,Lumen 2014,01000280,2014,Lumen,Region 1,0.000000,1,0.493960,"river, dam, lake, pond, stream, canal or irrigation channel",16,61,1,1,1,cement,finished,3
lumen_2014:282,Lumen 2014,01000281,2014,Lumen,Region 2,0.000000,2,-1.120340,"river, dam, lake, pond, stream, canal or irrigation channel",30,55,0,0,1,dirt,natural,3
lumen_2014:283,Lumen 2014,01000282,2014,Lumen,Region 3,0.333333,3,-0.047370,"river, dam, lake, pond, stream, canal or irrigation channel",42,56,0,1,1,cement,finished,4
lumen_2014:284,Lumen 2014,01000283,2014,Lumen,Region 4,0.750000,4,-0.507860,"river, dam, lake, pond, stream, canal or irrigation channel",51,44,1,0,1,dirt,natural,3
lumen_2014:285,Lumen 2014,01000284,2014,Lumen,Region 1,0.000000,1,-0.538830,public tap,36,53,0,0,0,dirt,natural,2
lumen_2014:286,Lumen 2014,01000285,2014,Lumen,Region 2,0.000000,2,-0.707140,protected well,50,34,0,0,0,dirt,natural,3
lumen_2014:287,Lumen 2014,01000286,2014,Lumen,Region 3,0.000000,3,-0.226140,public tap,27,70,0,1,0,cement,finished,2
lumen_2014:288,Lumen 2014,01000287,2014,Lumen,Region 4,0.750000,4,-1.476650,protected well,,21,0,0,0,dirt,natural,1
lumen_2014:289,Lumen 2014,01000288,2014,Lumen,Region 1,0.000000,1,0.993850,protected well,29,51,1,1,0,cement,finished,2
lumen_2014:290,Lumen 2014,01000289,2014,Lumen,Region 2,0.000000,2,-0.499800,"river, dam, lake, pond, stream, canal or irrigation channel",19,38,0,1,1,dirt,natural,1
lumen_2014:291,Lumen 2014,01000290,2014,Lumen,Region 3,0.666667,3,-1.260350,public tap,35,39,0,0,0,dirt,natural,2
lumen_2014:292,Lumen 2014,01000291,2014,Lumen,Region 4,0.000000,4,0.892580,piped on premises,0,60,0,0,0,cement,finished,3
lumen_2014:293,Lumen 2014,01000292,2014,Lumen,Region 1,1.000000,1,-0.493660,protected well,69,51,0,0,0,dirt,natural,3
lumen_2014:294,Lumen 2014,01000293,2014,Lumen,Region 2,0.500000,2,-1.316930,protected well,28,42,1,0,0,dirt,natural,3
lumen_2014:295,Lumen 2014,01000294,2014,Lumen,Region 3,0.333333,3,0.114750,protected well,31,42,0,0,0,cement,finished,3
lumen_2014:296,Lumen 2014,01000295,2014,Lumen,Region 4,0.250000,4,0.843940,public tap,25,63,0,1,0,cement,finished,3
lumen_2014:297,Lumen 2014,01000296,2014,Lumen,Region 1,1.000000,1,0.238190,piped on premises,0,54,0,1,0,cement,finished,2
lumen_2014:298,Lumen 2014,01000297,2014,Lumen,Region 2,0.000000,2,-0.619840,protected well,29,41,0,0,0,dirt,natural,3
lumen_2014:299,Lumen 2014,01000298,2014,Lumen,Region 3,0.333333,3,-1.119020,"river, dam, lake, pond, stream, canal or irrigation channel",30,69,0,0,1,dirt,natural,3
lumen_2014:300,Lumen 2014,01000299,2014,Lumen,Region 4,0.250000,4,-0.877720,protected well,44,78,0,0,0,dirt,natural,3
lumen_2014:301,Lumen 2014,01000300,2014,Lumen,Region 1,1.000000,1,-1.814800,protected well,38,47,0,0,0,dirt,natural,3
lumen_2014:302,Lumen 2014,01000301,2014,Lumen,Region 2,0.000000,2,-0.296120,"river, dam, lake, pond, stream, canal or irrigation channel",45,29,0,1,1,cement,finished,3
lumen_2014:303,Lumen 2014,01000302,2014,Lumen,Region 3,0.666667,3,-0.805950,protected well,25,67,0,0,0,dirt,natural,3
lumen_2014:304,Lumen 2014,01000303,2014,Lumen,Region 4,0.250000,4,-1.343130,public tap,37,59,0,0,0,dirt,natural,1
lumen_2014:305,Lumen 2014,01000304,2014,Lumen,Region 1,1.000000,1,-0.983530,unprotected well,41,50,1,0,1,dirt,natural,3
lumen_2014:306,Lumen 2014,01000305,2014,Lumen,Region 2,0.000000,2,1.308780,protected well,46,58,0,1,0,cement,finished,3
lumen_2014:307,Lumen 2014,01000306,2014,Lumen,Region 3,0.333333,3,0.369530,protected well,9,43,0,1,0,cement,finished,5
lumen_2014:308,Lumen 2014,01000307,2014,Lumen,Region 4,0.500000,4,-1.564210,protected well,45,37,0,0,0,dirt,natural,0
lumen_2014:309,Lumen 2014,01000308,2014,Lumen,Region 1,0.000000,1,-0.013790,piped on premises,0,27,1,0,0,cement,finished,1
lumen_2014:310,Lumen 2014,01000309,2014,Lumen,Region 2,0.000000,2,-0.968420,public tap,29,49,0,0,0,dirt,natural,0
lumen_2014:311,Lumen 2014,01000310,2014,Lumen,Region 3,0.000000,3,-0.112030,"river, dam, lake, pond, stream, canal or irrigation channel",56,33,0,1,1,cement,finished,2
lumen_2014:312,Lumen 2014,01000311,2014,Lumen,Region 4,0.250000,4,-1.332750,"river, dam, lake, pond, stream, canal or irrigation channel",38,22,0,0,1,dirt,natural,4
lumen_2014:313,Lumen 2014,01000312,2014,Lumen,Region 1,0.000000,1,0.022680,protected well,38,44,0,1,0,cement,finished,2
lumen_2014:314,Lumen 2014,01000313,2014,Lumen,Region 2,0.000000,2,-1.550480,protected well,36,43,0,0,0,dirt,natural,4
lumen_2014:315,Lumen 2014,01000314,2014,Lumen,Region 3,0.333333,3,0.512810,unprotected well,25,46,1,1,1,cement,finished,
lumen_2014:316,Lumen 2014,01000315,2014,Lumen,Region 4,0.500000,4,-0.115370,unprotected well,20,35,0,0,1,cement,finished,2
lumen_2014:317,Lumen 2014,01000316,2014,Lumen,Region 1,0.000000,1,-0.390930,"river, dam, lake, pond, stream, canal or irrigation channel",38,43,0,0,1,dirt,finished,5
lumen_2014:318,Lumen 2014,01000317,2014,Lumen,Region 2,0.500000,2,-0.194130,protected well,23,38,0,0,0,cement,finished,1
lumen_2014:319,Lumen 2014,01000318,2014,Lumen,Region 3,0.000000,3,0.044420,piped on premises,0,58,0,1,0,cement,finished,3
lumen_2014:320,Lumen 2014,01000319,2014,Lumen,Region 4,0.750000,4,-1.973730,protected well,46,66,0,0,0,dirt,natural,2
noria_2015:321,Noria 2015,02000000,2015,Noria,Region 1,0.000000,1,-1.077570,protected well,,,0,0,0,dirt,natural,
noria_2015:322,Noria 2015,02000001,2015,Noria,Region 2,0.500000,2,0.055960,unprotected well,23,29,0,0,1,cement,finished,2
noria_2015:323,Noria 2015,02000002,2015,Noria,Region 3,0.333333,3,-0.985580,protected well,35,30,0,0,0,dirt,natural,2
noria_2015:324,Noria 2015,02000003,2015,Noria,Region 4,0.000000,4,1.500300,public tap,25,18,1,1,0,cement,finished,3
noria_2015:325,Noria 2015,02000004,2015,Noria,Region 1,0.000000,1,-1.212240,unprotected well,16,43,0,0,1,dirt,natural,3
noria_2015:326,Noria 2015,02000005,2015,Noria,Region 2,1.000000,2,0.037490,public tap,14,62,0,0,0,cement,finished,2
noria_2015:327,Noria 2015,02000006,2015,Noria,Region 3,0.666667,3,-0.097610,"river, dam, lake, pond, stream, canal or irrigation channel",36,53,1,1,1,cement,finished,4
noria_2015:328,Noria 2015,02000007,2015,Noria,Region 4,0.750000,4,1.528660,piped on premises,0,67,0,1,0,cement,finished,4
noria_2015:329,Noria 2015,02000008,2015,Noria,Region 1,0.000000,1,-0.899190,unprotected well,53,51,0,1,1,dirt,natural,3
noria_2015:330,Noria 2015,02000009,2015,Noria,Region 2,0.500000,2,-0.206100,public tap,27,33,0,1,0,cement,finished,2
noria_2015:331,Noria 2015,02000010,2015,Noria,Region 3,0.666667,3,-1.485240,"river, dam, lake, pond, stream, canal or irrigation channel",40,21,0,0,1,dirt,natural,4
noria_2015:332,Noria 2015,02000011,2015,Noria,Region 4,0.500000,4,-1.782280,public tap,39,24,1,0,0,dirt,natural,2
noria_2015:333,Noria 2015,02000012,2015,Noria,Region 1,1.000000,1,-1.181110,unprotected well,31,51,0,0,1,dirt,natural,2
noria_2015:334,Noria 2015,02000013,2015,Noria,Region 2,0.500000,2,-0.828520,unprotected well,29,51,0,0,1,dirt,natural,1
noria_2015:335,Noria 2015,02000014,2015,Noria,Region 3,0.666667,3,-0.776600,unprotected well,18,60,0,0,1,dirt,natural,3
noria_2015:336,Noria 2015,02000015,2015,Noria,Region 4,0.500000,4,-0.601650,protected well,39,42,0,0,0,dirt,natural,2
noria_2015:337,Noria 2015,02000016,2015,Noria,Region 1,1.000000,1,-1.017420,"river, dam, lake, pond, stream, canal or irrigation channel",25,43,0,0,1,dirt,natural,3
noria_2015:338,Noria 2015,02000017,2015,Noria,Region 2,0.500000,2,0.526940,piped on premises,0,57,0,1,0,cement,finished,3
noria_2015:339,Noria 2015,02000018,2015,Noria,Region 3,0.333333,3,-0.906460,protected well,10,71,0,0,0,dirt,natural,3
noria_2015:340,Noria 2015,02000019,2015,Noria,Region 4,0.750000,4,-1.680360,protected well,49,48,0,0,0,dirt,natural,2
noria_2015:341,Noria 2015,02000020,2015,Noria,Region 1,0.000000,1,0.460460,unprotected well,51,62,0,1,1,cement,finished,1
noria_2015:342,Noria 2015,02000021,2015,Noria,Region 2,0.000000,2,0.366290,public tap,20,43,0,1,0,cement,finished,4
noria_2015:343,Noria 2015,02000022,2015,Noria,Region 3,0.666667,3,1.151430,piped on premises,0,60,1,1,0,cement,finished,5
noria_2015:344,Noria 2015,02000023,2015,Noria,Region 4,0.250000,4,-1.138430,unprotected well,43,56,1,0,1,dirt,natural,2
noria_2015:345,Noria 2015,02000024,2015,Noria,Region 1,0.000000,1,-1.779560,"river, dam, lake, pond, stream, canal or irrigation channel",26,22,1,0,1,dirt,natural,2
noria_2015:346,Noria 2015,02000025,2015,Noria,Region 2,0.000000,2,-1.333990,protected well,44,38,1,0,0,dirt,natural,3
noria_2015:347,Noria 2015,02000026,2015,Noria,Region 3,0.333333,3,-1.799200,unprotected well,33,56,0,0,1,dirt,natural,0
noria_2015:348,Noria 2015,02000027,2015,Noria,Region 4,0.250000,4,1.184780,public tap,43,20,0,1,0,cement,finished,1
noria_2015:349,Noria 2015,02000028,2015,Noria,Region 1,0.000000,1,0.405820,protected well,26,61,0,1,0,cement,finished,2
noria_2015:350,Noria 2015,02000029,2015,Noria,Region 2,0.000000,2,-0.933390,protected well,29,34,0,0,0,dirt,natural,2
noria_2015:351,Noria 2015,02000030,2015,Noria,Region 3,0.000000,3,1.240400,public tap,32,56,0,1,0,cement,finished,2
noria_2015:352,Noria 2015,02000031,2015,Noria,Region 4,0.500000,4,-1.101090,protected well,40,64,1,0,0,dirt,natural,4
noria_2015:353,Noria 2015,02000032,2015,Noria,Region 1,0.000000,1,0.485020,piped on premises,0,34,1,1,0,cement,finished,3
noria_2015:354,Noria 2015,02000033,2015,Noria,Region 2,0.000000,2,-0.674010,protected well,31,44,0,0,0,dirt,natural,1
noria_2015:355,Noria 2015,02000034,2015,Noria,Region 3,0.000000,3,1.335590,piped on premises,0,22,0,1,0,cement,finished,3
noria_2015:356,Noria 2015,02000035,2015,Noria,Region 4,0.750000,4,-1.886560,unprotected well,29,46,0,0,1,dirt,natural,2
noria_2015:357,Noria 2015,02000036,2015,Noria,Region 1,1.000000,1,-0.681760,unprotected well,41,45,0,0,1,dirt,natural,3
noria_2015:358,Noria 2015,02000037,2015,Noria,Region 2,1.000000,2,-0.323990,protected well,19,35,0,0,0,dirt,finished,2
noria_2015:359,Noria 2015,02000038,2015,Noria,Region 3,0.333333,3,-0.877160,piped on premises,0,49,0,0,0,dirt,natural,3
noria_2015:360,Noria 2015,02000039,2015,Noria,Region 4,0.000000,4,-0.732180,unprotected well,42,44,1,0,1,dirt,natural,4
noria_2015:361,Noria 2015,02000040,2015,Noria,Region 1,1.000000,1,-0.803420,unprotected well,13,18,0,0,1,dirt,natural,3
noria_2015:362,Noria 2015,02000041,2015,Noria,Region 2,1.000000,2,-1.402020,public tap,,45,0,0,0,dirt,natural,4
noria_2015:363,Noria 2015,02000042,2015,Noria,Region 3,0.333333,3,-0.511820,protected well,40,51,0,1,0,dirt,natural,3
noria_2015:364,Noria 2015,02000043,2015,Noria,Region 4,0.750000,4,-1.118410,protected well,27,53,1,0,0,dirt,natural,3
noria_2015:365,Noria 2015,02000044,2015,Noria,Region 1,0.000000,1,-0.868660,protected well,45,37,0,0,0,dirt,natural,3
noria_2015:366,Noria 2015,02000045,2015,Noria,Region 2,1.000000,2,0.193110,unprotected well,34,44,0,0,1,cement,finished,2
noria_2015:367,Noria 2015,02000046,2015,Noria,Region 3,0.000000,3,0.337730,unprotected well,32,56,0,0,1,cement,finished,2
noria_2015:368,Noria 2015,02000047,2015,Noria,Region 4,0.250000,4,0.416660,piped on premises,0,51,0,1,0,cement,finished,2
noria_2015:369,Noria 2015,02000048,2015,Noria,Region 1,1.000000,1,0.436960,piped on premises,0,44,0,1,0,cement,finished,2
noria_2015:370,Noria 2015,02000049,2015,Noria,Region 2,0.000000,2,1.680770,piped on premises,0,66,1,1,0,cement,finished,3
noria_2015:371,Noria 2015,02000050,2015,Noria,Region 3,0.666667,3,-0.226360,protected well,40,50,0,0,0,cement,finished,2
noria_2015:372,Noria 2015,02000051,2015,Noria,Region 4,0.750000,4,-0.828830,protected well,43,64,0,0,0,dirt,natural,3
noria_2015:373,Noria 2015,02000052,2015,Noria,Region 1,1.000000,1,-0.868580,public tap,25,32,0,0,0,dirt,natural,2
noria_2015:374,Noria 2015,02000053,2015,Noria,Region 2,0.500000,2,0.838750,unprotected well,26,51,0,1,1,cement,finished,3
noria_2015:375,Noria 2015,02000054,2015,Noria,Region 3,0.666667,3,-0.877640,public tap,50,50,0,0,0,dirt,natural,3
